chattts_en.wav	13.107s	cuda	"Great, I love that question! So we know that sunlight is important for photosynthesis, but let's think a little deeper."
chattts_en.wav	11.310s	cuda	"Great, I love that question! So we know that sunlight is important for photosynthesis, but let's think a little deeper."
