piper_en.wav	0.384s	CPU	"Great, I love that question! So we know that sunlight is important for photosynthesis, but let's think a little deeper."
piper_id.wav	0.307s	CPU	'Bagus, aku suka pertanyaan itu! Jadi kita tahu bahwa sinar matahari penting untuk fotosintesis, tapi mari kita berpikir lebih dalam.'
