styletts2_en.wav	3.863s	"Great, I love that question! So we know that sunlight is important for photosynthesis, but let's think a little deeper."
styletts2_en.wav	4.422s	"Great, I love that question! So we know that sunlight is important for photosynthesis, but let's think a little deeper."
