en_baseline.wav	20.45s	"(calm, articulate, reflective)Every skill you build today becomes the foundation for tomorrow's confidence, so keep practicing with patience and curiosity."
bm_baseline.wav	18.97s	'(calm, articulate, reflective)Setiap kemahiran yang anda bina hari ini menjadi asas kepada keyakinan esok, jadi teruskan berlatih dengan sabar dan rasa ingin tahu.'
id_baseline.wav	29.13s	'(calm, articulate, reflective)Setiap keterampilan yang kamu bangun hari ini menjadi dasar bagi kepercayaan diri esok, jadi teruslah berlatih dengan sabar dan rasa ingin tahu.'
